recommendation_type,entity_type,entity_id,priority,risk_level,probability,recommendation,business_reason,booking_id,customer_id,cancellation_probability_pct,intervention_type,recommended_action,business_objective,customer_segment,route_name,source,destination,booking_count,seats_booked,total_revenue,forecast_demand,average_forecast_demand,priority_score
Customer Marketing,Customer,CUST04353,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04356,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04357,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04359,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04360,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04365,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04336,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00776,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00777,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00778,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00746,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00747,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00748,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00750,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00754,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00755,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00756,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00758,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00760,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00762,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04379,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04387,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04388,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04393,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04394,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04396,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04397,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04367,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04368,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04372,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00726,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00728,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00731,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00735,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00736,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00739,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00740,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00744,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00710,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00711,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00712,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04400,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04402,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04406,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04410,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04412,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04414,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04382,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04385,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00713,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00714,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00715,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00719,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00720,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00721,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00723,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00724,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00725,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00694,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00695,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00696,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04417,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04419,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04420,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04422,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04424,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04426,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04427,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04429,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04430,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00702,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00703,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00704,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00708,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00709,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00678,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00679,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00683,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00687,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00688,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00689,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00690,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00691,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00692,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00693,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04440,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04447,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00661,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00665,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00666,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00671,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00672,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00673,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04451,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04456,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04459,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04460,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04463,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04465,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04437,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00675,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00676,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00646,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00649,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00651,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00652,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00653,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00655,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00657,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00658,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00659,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00627,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00629,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04478,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00631,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00633,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00635,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00637,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00638,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00642,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00643,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00612,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00613,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00614,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00616,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04483,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04484,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04486,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04488,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04494,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04467,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04473,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04474,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04475,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04477,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00617,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00618,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00619,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00620,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00621,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00622,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00623,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00595,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00596,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00598,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00599,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00600,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04516,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00602,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00605,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00606,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00607,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00577,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00578,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00580,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00582,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00583,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST00584,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04524,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04528,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04502,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04504,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04509,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04510,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04533,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04536,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04538,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04540,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04542,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04544,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04546,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
Customer Marketing,Customer,CUST04547,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.,,,,,,,,,,,,,,,,1
