recommendation_type,entity_type,entity_id,priority,risk_level,probability,recommendation,business_reason
Customer Marketing,Customer,CUST04379,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04387,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04388,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04393,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04394,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04396,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04397,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04367,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04368,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04372,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00726,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00728,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00731,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00735,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00736,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00739,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00740,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00744,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00710,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00711,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00712,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04400,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04402,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04406,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04410,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04412,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04414,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04382,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04385,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00713,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00714,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00715,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00719,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00720,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00721,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00723,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00724,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00725,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00694,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00695,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00696,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04417,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04419,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04420,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04422,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04424,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04426,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04427,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04429,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04430,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00702,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00703,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00704,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00708,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00709,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00678,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00679,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00683,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00687,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00688,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00689,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00690,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00691,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00692,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00693,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04440,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04447,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00661,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00665,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00666,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00671,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00672,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00673,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04451,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04456,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04459,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04460,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04463,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04465,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04437,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00675,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00676,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00646,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00649,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00651,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00652,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00653,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00655,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00657,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00658,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00659,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00627,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00629,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04478,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00631,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00633,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00635,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00637,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00638,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00642,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00643,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00612,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00613,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00614,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00616,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04483,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04484,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04486,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04488,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04494,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04467,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04473,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04474,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04475,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04477,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00617,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00618,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00619,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00620,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00621,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00622,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00623,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00595,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00596,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00598,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00599,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00600,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04516,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00602,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00605,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00606,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00607,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00577,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00578,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00580,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00582,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00583,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00584,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04524,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04528,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04502,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04504,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04509,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04510,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04533,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04536,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04538,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04540,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04542,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04544,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04546,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04547,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04549,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04518,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04519,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04521,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00585,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00588,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00589,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00590,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00591,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00592,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00563,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00565,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00566,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00568,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00570,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00572,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00574,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00576,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00548,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00549,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00552,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00554,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00555,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00556,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00557,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00559,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04565,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00533,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00534,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00535,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00537,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00538,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00540,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00542,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00512,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00513,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00514,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00515,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04576,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04580,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04559,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04561,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04564,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00522,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00524,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04612,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04583,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04585,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04586,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04588,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04589,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04592,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04593,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04567,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04568,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04570,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00495,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00496,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00502,LOW,big spenders,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00504,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00505,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST00507,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04604,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04606,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04607,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04608,LOW,lost customers,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
Customer Marketing,Customer,CUST04609,LOW,need attention,,Use targeted promotions based on customer booking behavior.,Personalized engagement can increase booking frequency.
