booking_id,customer_id,trip_id,booking_date,travel_date,seat_count,ticket_price,total_amount,payment_method,booking_status
BOOK015055,CUST04524,TRIP00184,2025-06-03,2025-06-05,3,1368.27,4104.81,CARD,CANCELLED
BOOK015056,CUST02044,TRIP00270,2024-12-18,2025-02-13,5,532.48,2662.4,CASH,CONFIRMED
BOOK015057,CUST02479,TRIP00156,2025-06-03,2025-06-25,1,1148.74,1148.74,WALLET,CONFIRMED
BOOK015058,CUST01073,TRIP00033,2026-03-24,2026-05-07,2,645.91,1291.82,WALLET,CONFIRMED
BOOK015059,CUST01766,TRIP00124,2025-01-27,2025-03-13,1,614.44,614.44,CARD,CONFIRMED
BOOK015060,CUST01403,TRIP00112,2025-07-06,2025-07-16,3,462.83,1388.49,CARD,CONFIRMED
BOOK015061,CUST02781,TRIP00085,2026-05-02,2026-05-24,1,1169.72,1169.72,WALLET,CONFIRMED
BOOK015062,CUST04960,TRIP00273,2026-11-09,2026-11-30,2,547.08,1094.16,CASH,CONFIRMED
BOOK015063,CUST03587,TRIP00219,2026-10-16,2026-11-03,3,1873.81,5621.43,NETBANKING,CONFIRMED
BOOK015064,CUST00497,TRIP00190,2026-06-18,2026-06-24,3,1327.64,3982.92,CARD,PENDING
BOOK015065,CUST03035,TRIP00233,2025-08-10,2025-09-29,1,713.25,713.25,CARD,CANCELLED
BOOK015066,CUST03112,TRIP00048,2025-08-06,2025-08-26,1,1092.19,1092.19,CASH,CONFIRMED
BOOK015067,CUST03953,TRIP00217,2025-11-07,2025-12-07,1,1403.9,1403.9,CARD,CONFIRMED
BOOK015068,CUST03363,TRIP00115,2026-06-22,2026-08-19,1,1493.93,1493.93,CARD,CONFIRMED
BOOK015069,CUST03024,TRIP00224,2025-04-26,2025-06-18,1,1311.66,1311.66,CASH,CONFIRMED
BOOK015070,CUST02479,TRIP00102,2026-02-02,2026-02-05,2,1897.22,3794.44,CASH,CONFIRMED
BOOK015071,CUST02281,TRIP00151,2025-03-07,2025-03-10,4,579.2,2316.8,NETBANKING,CONFIRMED
BOOK015072,CUST02560,TRIP00202,2026-07-12,2026-08-31,4,1233.59,4934.36,CARD,CONFIRMED
BOOK015073,CUST02214,TRIP00056,2025-03-24,2025-05-23,1,1924.2,1924.2,NETBANKING,CONFIRMED
BOOK015074,CUST00360,TRIP00203,2025-04-07,2025-06-03,1,1532.73,1532.73,NETBANKING,CONFIRMED
BOOK015075,CUST00038,TRIP00092,2025-06-29,2025-07-27,3,452.43,1357.29,CARD,CONFIRMED
BOOK015076,CUST05000,TRIP00113,2026-10-19,2026-11-17,1,410.25,410.25,CARD,CONFIRMED
BOOK015077,CUST02086,TRIP00185,2025-01-17,2025-03-09,2,812.54,1625.08,WALLET,CONFIRMED
BOOK015078,CUST01626,TRIP00031,2024-11-27,2025-01-13,4,426.43,1705.72,CASH,PENDING
BOOK015079,CUST03369,TRIP00020,2024-12-19,2025-01-20,1,782.56,782.56,NETBANKING,CONFIRMED
BOOK015080,CUST04661,TRIP00239,2026-06-16,2026-07-29,4,386.22,1544.88,NETBANKING,CONFIRMED
BOOK015081,CUST00635,TRIP00203,2025-06-01,2025-06-03,2,1433.94,2867.88,CARD,CONFIRMED
BOOK015082,CUST03328,TRIP00036,2025-02-02,2025-02-24,1,686.67,686.67,CARD,CONFIRMED
BOOK015083,CUST04419,TRIP00150,2025-09-17,2025-10-13,2,614.56,1229.12,UPI,CONFIRMED
BOOK015084,CUST03292,TRIP00058,2026-06-07,2026-07-18,1,737.62,737.62,NETBANKING,CANCELLED
BOOK015085,CUST00006,TRIP00125,2025-03-30,2025-05-11,3,443.44,1330.32,WALLET,CONFIRMED
BOOK015086,CUST00173,TRIP00146,2026-03-10,2026-05-06,4,692.13,2768.52,CARD,CONFIRMED
BOOK015087,CUST03129,TRIP00238,2026-10-21,2026-11-09,3,564.11,1692.33,CARD,CONFIRMED
BOOK015088,CUST04347,TRIP00042,2025-01-29,2025-03-06,1,450.88,450.88,UPI,CONFIRMED
BOOK015089,CUST00879,TRIP00298,2025-07-10,2025-09-08,2,1145.72,2291.44,CARD,CONFIRMED
BOOK015090,CUST02396,TRIP00133,2026-03-10,2026-03-22,2,389.41,778.82,CASH,CONFIRMED
BOOK015091,CUST04700,TRIP00245,2024-12-16,2025-01-04,1,797.35,797.35,NETBANKING,CONFIRMED
BOOK015092,CUST01077,TRIP00188,2026-09-01,2026-09-24,1,919.22,919.22,WALLET,CONFIRMED
BOOK015093,CUST00993,TRIP00164,2025-03-18,2025-05-10,1,743.58,743.58,WALLET,CANCELLED
BOOK015094,CUST02895,TRIP00098,2025-04-12,2025-05-29,5,451.49,2257.45,WALLET,CONFIRMED
BOOK015095,CUST04384,TRIP00012,2025-02-25,2025-03-07,4,385.98,1543.92,CARD,CONFIRMED
BOOK015096,CUST04577,TRIP00063,2025-05-11,2025-05-28,2,419.04,838.08,NETBANKING,CONFIRMED
BOOK015097,CUST02735,TRIP00110,2026-08-12,2026-10-07,3,1075.76,3227.28,WALLET,PENDING
BOOK015098,CUST02025,TRIP00154,2025-06-08,2025-07-03,1,691.46,691.46,CASH,CONFIRMED
BOOK015099,CUST01095,TRIP00163,2025-07-24,2025-09-15,1,1092.01,1092.01,CASH,CONFIRMED
BOOK015100,CUST00743,TRIP00173,2025-12-10,2025-12-30,3,581.55,1744.65,WALLET,CONFIRMED
BOOK015101,CUST01018,TRIP00132,2025-09-21,2025-10-14,1,1080.51,1080.51,CASH,CONFIRMED
BOOK015102,CUST02397,TRIP00043,2024-12-26,2025-01-31,2,353.5,707.0,CASH,CANCELLED
BOOK015103,CUST04079,TRIP00077,2026-11-06,2026-11-23,1,1614.52,1614.52,UPI,CANCELLED
BOOK015104,CUST00555,TRIP00278,2025-08-17,2025-09-19,3,1752.09,5256.27,UPI,CONFIRMED
BOOK015105,CUST02440,TRIP00023,2026-05-09,2026-06-06,2,1226.39,2452.78,UPI,CONFIRMED
BOOK015106,CUST01562,TRIP00257,2026-03-25,2026-04-20,5,607.91,3039.55,CARD,CONFIRMED
BOOK015107,CUST00628,TRIP00245,2024-11-22,2025-01-04,1,1020.39,1020.39,NETBANKING,CONFIRMED
BOOK015108,CUST03578,TRIP00088,2026-09-19,2026-11-12,4,985.54,3942.16,WALLET,CONFIRMED
BOOK015109,CUST01931,TRIP00041,2026-06-21,2026-08-17,3,1081.63,3244.89,NETBANKING,CONFIRMED
BOOK015110,CUST01317,TRIP00210,2025-05-16,2025-06-11,4,847.89,3391.56,WALLET,CONFIRMED
BOOK015111,CUST01729,TRIP00199,2025-08-02,2025-08-30,3,579.92,1739.76,NETBANKING,CONFIRMED
BOOK015112,CUST03451,TRIP00110,2026-10-01,2026-10-07,2,1220.89,2441.78,UPI,CONFIRMED
BOOK015113,CUST03668,TRIP00210,2025-04-17,2025-06-11,2,974.34,1948.68,CASH,CONFIRMED
BOOK015114,CUST04865,TRIP00171,2025-04-06,2025-05-30,1,615.32,615.32,CASH,CONFIRMED
BOOK015115,CUST03128,TRIP00169,2025-07-28,2025-09-16,3,876.81,2630.43,UPI,CONFIRMED
BOOK015116,CUST01494,TRIP00150,2025-08-24,2025-10-13,3,680.85,2042.55,NETBANKING,CONFIRMED
BOOK015117,CUST01129,TRIP00034,2026-08-11,2026-09-24,3,839.13,2517.39,WALLET,CONFIRMED
BOOK015118,CUST04545,TRIP00135,2026-07-24,2026-09-22,1,1253.61,1253.61,NETBANKING,CONFIRMED
BOOK015119,CUST01649,TRIP00196,2025-03-07,2025-03-25,5,1279.9,6399.5,WALLET,CONFIRMED
BOOK015120,CUST01771,TRIP00102,2026-01-16,2026-02-05,3,1862.14,5586.42,UPI,CONFIRMED
BOOK015121,CUST02229,TRIP00095,2025-08-26,2025-09-07,1,413.12,413.12,UPI,CONFIRMED
BOOK015122,CUST04767,TRIP00090,2025-06-03,2025-07-21,3,1451.9,4355.7,CASH,CONFIRMED
BOOK015123,CUST02945,TRIP00191,2024-12-15,2025-01-23,1,1106.31,1106.31,UPI,CONFIRMED
BOOK015124,CUST03973,TRIP00230,2026-08-24,2026-08-29,2,867.55,1735.1,CASH,CONFIRMED
BOOK015125,CUST03506,TRIP00124,2025-02-02,2025-03-13,1,588.99,588.99,CASH,CONFIRMED
BOOK015126,CUST01488,TRIP00216,2025-03-23,2025-04-21,4,665.5,2662.0,NETBANKING,CONFIRMED
BOOK015127,CUST03630,TRIP00141,2026-08-08,2026-09-07,3,1163.34,3490.02,UPI,CANCELLED
BOOK015128,CUST04442,TRIP00244,2025-10-24,2025-11-13,4,2038.69,8154.76,UPI,PENDING
BOOK015129,CUST03265,TRIP00162,2026-09-21,2026-10-25,3,1147.71,3443.13,WALLET,CONFIRMED
BOOK015130,CUST02041,TRIP00205,2025-11-19,2026-01-11,1,1236.4,1236.4,CARD,CONFIRMED
BOOK015131,CUST03835,TRIP00155,2025-06-16,2025-07-03,5,808.99,4044.95,CARD,CONFIRMED
BOOK015132,CUST02348,TRIP00281,2025-08-24,2025-09-13,2,1521.78,3043.56,CASH,CONFIRMED
BOOK015133,CUST01634,TRIP00281,2025-08-15,2025-09-13,3,1392.81,4178.43,CASH,CONFIRMED
BOOK015134,CUST03517,TRIP00195,2026-01-07,2026-02-27,1,1263.3,1263.3,NETBANKING,CONFIRMED
BOOK015135,CUST04367,TRIP00048,2025-07-31,2025-08-26,1,1042.66,1042.66,CASH,CONFIRMED
BOOK015136,CUST03519,TRIP00232,2026-01-23,2026-03-04,2,1052.98,2105.96,CASH,CONFIRMED
BOOK015137,CUST02670,TRIP00183,2024-12-23,2025-01-13,2,916.55,1833.1,UPI,CONFIRMED
BOOK015138,CUST03852,TRIP00215,2025-05-13,2025-06-08,1,871.3,871.3,CARD,CANCELLED
BOOK015139,CUST02941,TRIP00235,2026-02-17,2026-04-06,4,2002.36,8009.44,WALLET,CONFIRMED
BOOK015140,CUST01349,TRIP00248,2025-02-10,2025-03-27,3,386.82,1160.46,CASH,CONFIRMED
BOOK015141,CUST00216,TRIP00131,2025-07-26,2025-08-15,4,1095.76,4383.04,CASH,CANCELLED
BOOK015142,CUST00828,TRIP00188,2026-08-03,2026-09-24,1,1128.02,1128.02,UPI,CONFIRMED
BOOK015143,CUST04961,TRIP00094,2026-05-29,2026-06-22,1,969.27,969.27,NETBANKING,CANCELLED
BOOK015144,CUST02279,TRIP00274,2026-07-14,2026-08-14,3,436.98,1310.94,WALLET,CANCELLED
BOOK015145,CUST03359,TRIP00195,2026-02-03,2026-02-27,1,1530.33,1530.33,CARD,CONFIRMED
BOOK015146,CUST02299,TRIP00165,2025-09-10,2025-11-02,1,467.04,467.04,CASH,PENDING
BOOK015147,CUST04212,TRIP00015,2026-01-12,2026-02-15,3,924.33,2772.99,CASH,CONFIRMED
BOOK015148,CUST01890,TRIP00009,2026-07-01,2026-07-18,1,1094.47,1094.47,NETBANKING,CONFIRMED
BOOK015149,CUST03566,TRIP00095,2025-08-11,2025-09-07,3,439.43,1318.29,UPI,CONFIRMED
BOOK015150,CUST00896,TRIP00187,2026-04-06,2026-05-21,1,952.63,952.63,CARD,CONFIRMED
BOOK015151,CUST03995,TRIP00107,2026-03-28,2026-04-21,1,413.77,413.77,CARD,CONFIRMED
BOOK015152,CUST04397,TRIP00234,2026-02-05,2026-02-09,4,823.32,3293.28,UPI,CONFIRMED
BOOK015153,CUST00940,TRIP00259,2025-07-13,2025-09-09,3,1683.35,5050.05,UPI,CONFIRMED
BOOK015154,CUST00592,TRIP00059,2026-05-06,2026-05-16,1,692.42,692.42,UPI,CONFIRMED
BOOK015155,CUST03017,TRIP00087,2026-03-17,2026-03-23,4,1497.75,5991.0,CASH,CONFIRMED
BOOK015156,CUST03117,TRIP00036,2025-02-05,2025-02-24,3,624.9,1874.7,NETBANKING,CONFIRMED
BOOK015157,CUST04633,TRIP00210,2025-05-26,2025-06-11,4,1002.3,4009.2,NETBANKING,CANCELLED
BOOK015158,CUST04745,TRIP00121,2025-06-18,2025-07-23,2,976.16,1952.32,CARD,CONFIRMED
BOOK015159,CUST01531,TRIP00122,2026-07-19,2026-09-02,1,387.93,387.93,CARD,CONFIRMED
BOOK015160,CUST04146,TRIP00014,2025-03-04,2025-03-25,3,1717.45,5152.35,NETBANKING,CONFIRMED
BOOK015161,CUST02814,TRIP00073,2025-02-13,2025-03-30,1,1018.32,1018.32,UPI,CONFIRMED
BOOK015162,CUST02319,TRIP00059,2026-05-12,2026-05-16,1,705.96,705.96,WALLET,CONFIRMED
BOOK015163,CUST03157,TRIP00201,2025-08-29,2025-09-07,1,813.47,813.47,UPI,CANCELLED
BOOK015164,CUST03645,TRIP00172,2026-04-12,2026-04-22,1,1554.89,1554.89,UPI,CONFIRMED
BOOK015165,CUST04811,TRIP00155,2025-06-16,2025-07-03,1,843.47,843.47,CASH,CONFIRMED
BOOK015166,CUST01167,TRIP00247,2026-04-10,2026-06-08,1,1205.7,1205.7,CASH,CONFIRMED
BOOK015167,CUST01188,TRIP00272,2026-09-15,2026-10-27,4,1237.14,4948.56,NETBANKING,CONFIRMED
BOOK015168,CUST00258,TRIP00278,2025-09-16,2025-09-19,3,1462.52,4387.56,UPI,CONFIRMED
BOOK015169,CUST04026,TRIP00205,2026-01-04,2026-01-11,1,1278.14,1278.14,NETBANKING,CONFIRMED
BOOK015170,CUST01659,TRIP00027,2026-08-30,2026-09-10,4,722.82,2891.28,CARD,CONFIRMED
BOOK015171,CUST01561,TRIP00166,2025-12-17,2026-01-18,1,1023.75,1023.75,UPI,CONFIRMED
BOOK015172,CUST01403,TRIP00005,2025-11-09,2025-11-18,3,466.4,1399.2,CASH,CONFIRMED
BOOK015173,CUST02940,TRIP00067,2025-12-01,2026-01-02,1,2310.31,2310.31,NETBANKING,CANCELLED
BOOK015174,CUST03590,TRIP00144,2026-03-20,2026-03-23,1,853.72,853.72,CARD,CONFIRMED
BOOK015175,CUST02141,TRIP00292,2025-06-05,2025-07-25,1,366.26,366.26,UPI,CONFIRMED
BOOK015176,CUST02786,TRIP00027,2026-08-08,2026-09-10,3,932.43,2797.29,CARD,CANCELLED
BOOK015177,CUST03207,TRIP00229,2026-06-06,2026-06-28,3,754.54,2263.62,CARD,CONFIRMED
BOOK015178,CUST00079,TRIP00199,2025-08-06,2025-08-30,3,718.43,2155.29,UPI,PENDING
BOOK015179,CUST01629,TRIP00007,2024-11-29,2025-01-18,3,453.33,1359.99,CASH,CONFIRMED
BOOK015180,CUST04034,TRIP00270,2025-01-30,2025-02-13,3,662.72,1988.16,NETBANKING,CONFIRMED
BOOK015181,CUST04295,TRIP00153,2025-06-13,2025-07-20,1,1960.06,1960.06,CASH,CONFIRMED
BOOK015182,CUST02045,TRIP00077,2026-09-25,2026-11-23,4,1474.32,5897.28,CASH,CONFIRMED
BOOK015183,CUST04204,TRIP00184,2025-04-25,2025-06-05,1,1242.14,1242.14,UPI,CONFIRMED
BOOK015184,CUST01316,TRIP00263,2024-12-28,2025-01-24,3,794.13,2382.39,CARD,CONFIRMED
BOOK015185,CUST02845,TRIP00189,2026-08-02,2026-08-14,1,353.68,353.68,UPI,CONFIRMED
BOOK015186,CUST00669,TRIP00244,2025-10-11,2025-11-13,2,1862.26,3724.52,WALLET,CONFIRMED
BOOK015187,CUST03865,TRIP00212,2026-04-05,2026-04-30,1,1427.37,1427.37,NETBANKING,CANCELLED
BOOK015188,CUST00625,TRIP00260,2025-10-11,2025-11-04,3,870.6,2611.8,WALLET,CONFIRMED
BOOK015189,CUST00311,TRIP00259,2025-08-12,2025-09-09,2,2038.2,4076.4,NETBANKING,CONFIRMED
BOOK015190,CUST04064,TRIP00073,2025-03-01,2025-03-30,3,995.64,2986.92,NETBANKING,CONFIRMED
BOOK015191,CUST00250,TRIP00223,2026-12-04,2026-12-26,2,802.43,1604.86,NETBANKING,CANCELLED
BOOK015192,CUST03616,TRIP00247,2026-04-18,2026-06-08,1,1100.16,1100.16,CARD,PENDING
BOOK015193,CUST04421,TRIP00080,2026-07-20,2026-09-08,2,1853.82,3707.64,UPI,CONFIRMED
BOOK015194,CUST00336,TRIP00042,2025-01-22,2025-03-06,3,493.25,1479.75,CARD,CONFIRMED
BOOK015195,CUST04893,TRIP00231,2024-12-25,2025-02-15,5,813.48,4067.4,WALLET,CONFIRMED
BOOK015196,CUST02144,TRIP00176,2026-06-14,2026-06-18,1,1388.07,1388.07,NETBANKING,CONFIRMED
BOOK015197,CUST03747,TRIP00242,2025-06-22,2025-06-23,1,616.27,616.27,UPI,CONFIRMED
BOOK015198,CUST01025,TRIP00266,2025-01-23,2025-03-22,2,394.95,789.9,UPI,CONFIRMED
BOOK015199,CUST04253,TRIP00212,2026-03-08,2026-04-30,1,1506.36,1506.36,CARD,CONFIRMED
BOOK015200,CUST04640,TRIP00180,2026-01-20,2026-01-22,1,923.37,923.37,UPI,CONFIRMED
BOOK015201,CUST04268,TRIP00010,2025-05-21,2025-07-02,1,1570.9,1570.9,WALLET,CONFIRMED
BOOK015202,CUST04334,TRIP00241,2025-01-15,2025-01-22,1,1401.12,1401.12,WALLET,CONFIRMED
BOOK015203,CUST04231,TRIP00084,2025-05-22,2025-06-18,2,401.98,803.96,NETBANKING,CANCELLED
BOOK015204,CUST02418,TRIP00039,2025-07-20,2025-07-29,3,1602.0,4806.0,CASH,PENDING
BOOK015205,CUST02639,TRIP00272,2026-10-06,2026-10-27,1,1322.65,1322.65,CARD,CONFIRMED
BOOK015206,CUST04534,TRIP00193,2025-09-19,2025-09-21,1,865.72,865.72,WALLET,CANCELLED
BOOK015207,CUST00636,TRIP00052,2025-09-09,2025-10-27,3,796.09,2388.27,CASH,CONFIRMED
BOOK015208,CUST01801,TRIP00060,2026-05-25,2026-07-16,1,1403.8,1403.8,UPI,CONFIRMED
BOOK015209,CUST03046,TRIP00110,2026-08-20,2026-10-07,1,1137.76,1137.76,CASH,CONFIRMED
BOOK015210,CUST03933,TRIP00008,2025-11-20,2026-01-13,1,909.52,909.52,UPI,CONFIRMED
BOOK015211,CUST00676,TRIP00271,2025-05-22,2025-06-12,2,1467.69,2935.38,UPI,CONFIRMED
BOOK015212,CUST00442,TRIP00146,2026-04-11,2026-05-06,3,672.34,2017.02,WALLET,CONFIRMED
BOOK015213,CUST02896,TRIP00043,2024-12-19,2025-01-31,1,325.84,325.84,CASH,CONFIRMED
BOOK015214,CUST04959,TRIP00138,2026-03-17,2026-03-29,5,1186.26,5931.3,CARD,CONFIRMED
BOOK015215,CUST00309,TRIP00163,2025-08-28,2025-09-15,1,1014.77,1014.77,CARD,CONFIRMED
BOOK015216,CUST04361,TRIP00125,2025-04-18,2025-05-11,1,380.47,380.47,CASH,CONFIRMED
BOOK015217,CUST03952,TRIP00252,2026-02-12,2026-03-19,3,468.99,1406.97,WALLET,CONFIRMED
BOOK015218,CUST00573,TRIP00122,2026-07-19,2026-09-02,1,352.55,352.55,CARD,CONFIRMED
BOOK015219,CUST00037,TRIP00118,2025-09-02,2025-10-05,2,1156.67,2313.34,NETBANKING,CONFIRMED
BOOK015220,CUST04229,TRIP00007,2024-11-21,2025-01-18,1,459.75,459.75,NETBANKING,CONFIRMED
BOOK015221,CUST04884,TRIP00054,2025-11-09,2026-01-03,1,1302.32,1302.32,CASH,CANCELLED
BOOK015222,CUST00418,TRIP00228,2026-04-05,2026-05-29,1,923.1,923.1,WALLET,CONFIRMED
BOOK015223,CUST02004,TRIP00012,2025-02-17,2025-03-07,2,485.49,970.98,CARD,CONFIRMED
BOOK015224,CUST02221,TRIP00192,2026-04-04,2026-05-26,1,991.8,991.8,UPI,CONFIRMED
BOOK015225,CUST00553,TRIP00245,2024-12-22,2025-01-04,1,909.3,909.3,UPI,CONFIRMED
BOOK015226,CUST02261,TRIP00057,2025-04-17,2025-04-25,3,873.58,2620.74,CASH,CONFIRMED
BOOK015227,CUST03073,TRIP00143,2026-06-18,2026-08-09,2,1166.95,2333.9,CASH,CANCELLED
BOOK015228,CUST01771,TRIP00223,2026-11-12,2026-12-26,1,908.2,908.2,UPI,CONFIRMED
BOOK015229,CUST04073,TRIP00186,2025-02-02,2025-03-09,3,1884.31,5652.93,CARD,CONFIRMED
BOOK015230,CUST04354,TRIP00200,2026-08-09,2026-08-26,1,1325.25,1325.25,NETBANKING,CONFIRMED
BOOK015231,CUST03139,TRIP00244,2025-10-29,2025-11-13,1,2019.95,2019.95,CARD,CONFIRMED
BOOK015232,CUST04774,TRIP00138,2026-02-12,2026-03-29,2,1340.06,2680.12,UPI,CONFIRMED
BOOK015233,CUST01502,TRIP00001,2025-06-02,2025-07-19,2,819.07,1638.14,WALLET,CANCELLED
BOOK015234,CUST03741,TRIP00122,2026-07-06,2026-09-02,1,385.2,385.2,CASH,CONFIRMED
BOOK015235,CUST02963,TRIP00194,2026-02-28,2026-04-21,1,1712.95,1712.95,CARD,CONFIRMED
BOOK015236,CUST03381,TRIP00158,2026-08-16,2026-09-16,2,686.92,1373.84,NETBANKING,CONFIRMED
BOOK015237,CUST02455,TRIP00187,2026-05-04,2026-05-21,1,783.63,783.63,UPI,CONFIRMED
BOOK015238,CUST00597,TRIP00167,2026-02-19,2026-03-22,1,747.97,747.97,WALLET,CONFIRMED
BOOK015239,CUST02527,TRIP00186,2025-02-25,2025-03-09,1,1896.94,1896.94,WALLET,CONFIRMED
BOOK015240,CUST04593,TRIP00090,2025-06-08,2025-07-21,3,1383.39,4150.17,WALLET,CANCELLED
BOOK015241,CUST03450,TRIP00141,2026-07-22,2026-09-07,2,1158.6,2317.2,CARD,CONFIRMED
BOOK015242,CUST00119,TRIP00100,2026-01-02,2026-02-21,1,1379.54,1379.54,CARD,CONFIRMED
BOOK015243,CUST02994,TRIP00125,2025-05-05,2025-05-11,2,477.92,955.84,NETBANKING,CONFIRMED
BOOK015244,CUST04748,TRIP00195,2026-01-25,2026-02-27,1,1643.57,1643.57,WALLET,PENDING
BOOK015245,CUST00166,TRIP00081,2025-06-26,2025-07-23,1,934.38,934.38,WALLET,CONFIRMED
BOOK015246,CUST03668,TRIP00018,2025-02-15,2025-02-23,2,1612.88,3225.76,CASH,CONFIRMED
BOOK015247,CUST02048,TRIP00105,2026-08-16,2026-09-07,2,554.78,1109.56,NETBANKING,CONFIRMED
BOOK015248,CUST02954,TRIP00044,2026-01-21,2026-02-27,3,791.08,2373.24,CASH,CONFIRMED
BOOK015249,CUST00665,TRIP00246,2025-05-08,2025-07-03,3,1257.18,3771.54,NETBANKING,CANCELLED
BOOK015250,CUST01620,TRIP00231,2025-01-07,2025-02-15,1,1062.85,1062.85,UPI,CONFIRMED
BOOK015251,CUST01970,TRIP00222,2026-11-23,2026-12-28,1,1000.31,1000.31,WALLET,CONFIRMED
BOOK015252,CUST03323,TRIP00018,2025-01-03,2025-02-23,4,1541.9,6167.6,UPI,CONFIRMED
BOOK015253,CUST00235,TRIP00008,2026-01-09,2026-01-13,3,1074.59,3223.77,CASH,CONFIRMED
BOOK015254,CUST02617,TRIP00267,2026-06-21,2026-07-20,1,911.09,911.09,NETBANKING,CONFIRMED
BOOK015255,CUST02345,TRIP00082,2026-10-28,2026-11-01,1,917.77,917.77,CASH,CONFIRMED
BOOK015256,CUST00995,TRIP00105,2026-07-15,2026-09-07,5,572.3,2861.5,CARD,CONFIRMED
BOOK015257,CUST00444,TRIP00056,2025-05-14,2025-05-23,1,1556.8,1556.8,WALLET,CONFIRMED
BOOK015258,CUST03620,TRIP00019,2025-06-04,2025-06-06,1,392.24,392.24,WALLET,CONFIRMED
BOOK015259,CUST02823,TRIP00131,2025-06-20,2025-08-15,1,1205.26,1205.26,UPI,CONFIRMED
BOOK015260,CUST03019,TRIP00137,2025-10-28,2025-11-26,1,1067.52,1067.52,WALLET,CONFIRMED
BOOK015261,CUST01174,TRIP00259,2025-08-01,2025-09-09,2,1913.03,3826.06,WALLET,CANCELLED
BOOK015262,CUST03217,TRIP00037,2025-12-09,2026-01-17,4,371.35,1485.4,UPI,CONFIRMED
BOOK015263,CUST03732,TRIP00288,2026-04-16,2026-04-20,2,593.69,1187.38,CARD,CONFIRMED
BOOK015264,CUST01072,TRIP00269,2025-02-11,2025-03-12,3,1221.26,3663.78,CASH,CONFIRMED
BOOK015265,CUST04866,TRIP00073,2025-01-29,2025-03-30,1,987.85,987.85,UPI,CANCELLED
BOOK015266,CUST02836,TRIP00158,2026-09-15,2026-09-16,2,704.7,1409.4,CASH,CANCELLED
BOOK015267,CUST04557,TRIP00135,2026-07-25,2026-09-22,1,1341.17,1341.17,NETBANKING,CONFIRMED
BOOK015268,CUST04387,TRIP00204,2025-01-13,2025-02-22,2,371.88,743.76,CARD,CONFIRMED
BOOK015269,CUST00029,TRIP00125,2025-03-29,2025-05-11,1,460.58,460.58,CASH,CANCELLED
BOOK015270,CUST02477,TRIP00153,2025-06-01,2025-07-20,1,2119.21,2119.21,UPI,CONFIRMED
BOOK015271,CUST01720,TRIP00078,2025-09-17,2025-10-09,3,1076.98,3230.94,NETBANKING,CONFIRMED
BOOK015272,CUST03504,TRIP00135,2026-09-07,2026-09-22,1,1238.55,1238.55,UPI,CONFIRMED
BOOK015273,CUST00984,TRIP00249,2025-06-02,2025-07-13,4,409.57,1638.28,UPI,CONFIRMED
BOOK015274,CUST03243,TRIP00193,2025-09-12,2025-09-21,1,820.15,820.15,NETBANKING,CONFIRMED
BOOK015275,CUST03521,TRIP00206,2025-11-22,2025-12-05,3,456.99,1370.97,CARD,PENDING
BOOK015276,CUST00291,TRIP00240,2026-10-16,2026-12-03,2,352.79,705.58,WALLET,CONFIRMED
BOOK015277,CUST01114,TRIP00029,2026-11-15,2026-12-08,3,429.4,1288.2,CARD,CONFIRMED
BOOK015278,CUST03075,TRIP00084,2025-05-08,2025-06-18,5,386.47,1932.35,NETBANKING,CONFIRMED
BOOK015279,CUST01727,TRIP00071,2026-01-16,2026-01-28,1,1345.83,1345.83,CASH,CONFIRMED
BOOK015280,CUST03004,TRIP00081,2025-07-01,2025-07-23,3,956.96,2870.88,NETBANKING,CONFIRMED
BOOK015281,CUST03351,TRIP00036,2025-01-01,2025-02-24,2,613.29,1226.58,NETBANKING,CONFIRMED
BOOK015282,CUST02799,TRIP00128,2026-07-04,2026-07-21,3,1781.27,5343.81,CASH,CONFIRMED
BOOK015283,CUST01869,TRIP00103,2026-08-17,2026-09-22,2,905.96,1811.92,WALLET,CONFIRMED
BOOK015284,CUST00595,TRIP00019,2025-05-29,2025-06-06,1,480.69,480.69,CARD,CANCELLED
BOOK015285,CUST02950,TRIP00176,2026-05-29,2026-06-18,1,1124.27,1124.27,CASH,CONFIRMED
BOOK015286,CUST01988,TRIP00043,2024-12-07,2025-01-31,1,315.65,315.65,UPI,CONFIRMED
BOOK015287,CUST02643,TRIP00169,2025-08-18,2025-09-16,1,906.15,906.15,CARD,CONFIRMED
BOOK015288,CUST03677,TRIP00253,2026-10-01,2026-10-15,2,458.66,917.32,WALLET,CONFIRMED
BOOK015289,CUST04969,TRIP00295,2025-09-24,2025-10-02,1,362.32,362.32,WALLET,CONFIRMED
BOOK015290,CUST02171,TRIP00056,2025-05-02,2025-05-23,1,1912.0,1912.0,NETBANKING,CONFIRMED
BOOK015291,CUST04068,TRIP00156,2025-05-06,2025-06-25,4,923.24,3692.96,UPI,CONFIRMED
BOOK015292,CUST01538,TRIP00027,2026-07-18,2026-09-10,1,767.39,767.39,UPI,CANCELLED
BOOK015293,CUST04925,TRIP00123,2025-04-23,2025-05-03,4,1355.19,5420.76,CASH,CONFIRMED
BOOK015294,CUST04491,TRIP00097,2026-06-08,2026-07-21,1,911.49,911.49,NETBANKING,CONFIRMED
BOOK015295,CUST02762,TRIP00219,2026-11-02,2026-11-03,3,2355.7,7067.1,CASH,CONFIRMED
